"","COUNTY","YEAR_1","CASEID_1","BLS_CAREHH_KID_1","BLS_CAREHH_KIDEDUC_1","BLS_CAREHH_KIDHEALTH_1","BLS_CAREHH_KIDOTHER_1","BLS_EDUC_1","BLS_FOOD_1","BLS_HHACT_HHMGMT_1","BLS_LEIS_ARTS_1","BLS_LEIS_ATTEND_1","BLS_LEIS_ATTSPORT_1","BLS_LEIS_PARTSPORT_1","BLS_LEIS_RELAX_1","BLS_LEIS_SOC_1","BLS_LEIS_SPORT_1","BLS_LEIS_TV_1","BLS_PCARE_1","BLS_PCARE_HEALTH_1","BLS_PURCH_BANK_1","BLS_PURCH_CONS_1","BLS_PURCH_GROC_1","BLS_PURCH_HEALTH_1","BLS_PURCH_HHSERV_1","BLS_PURCH_PCARE_1","BLS_PURCH_PROF_1","BLS_SOCIAL_RELIG_1","BLS_SOCIAL_VOLACT_1","BLS_WORK_OTHER_1","BLS_WORK_WORKING_1","BLS_WORK_WORKREL_1"
"72",12105,2019,20190566844492.2,22.7307692307692,2.30769230769231,0,20.4230769230769,35.7692307692308,66.2307692307692,6.34615384615385,0,0,0,9.42307692307692,221.269230769231,251.653846153846,9.42307692307692,148.538461538462,599.038461538462,0,0,29.7692307692308,3.65384615384615,1.34615384615385,0,3.46153846153846,4.80769230769231,21.7307692307692,10.1153846153846,0,163.538461538462,0
"73",12109,2019,20190736491293.7,76.1,0,3,73.1,39.5,97,15,0,18,0,42.5,172.5,204.5,42.5,84,607.1,0.5,0,24,3,7,0,0,7,6.2,0,0,96,0
"74",12111,2019,20190537858461.7,5,0,0,5,0,28.3333333333333,10,0,150,0,15,78.3333333333333,238.333333333333,15,78.3333333333333,596.666666666667,0,0,10,10,0,0,0,0,0,0,0,130,0
"75",12113,2019,20190544391882.6,0,0,0,0,0,111,8,52,0,0,0,210,381,0,84,532.2,0,0,3,0,18,0,0,18,0,0,0,175.4,0
"76",13000,2019,20190601101360.8,22.4508928571429,1.47321428571429,1.00446428571429,19.9732142857143,15.625,69.9910714285714,9.48660714285714,3.14732142857143,8.55803571428571,1.11607142857143,8.65178571428571,283.5625,333.294642857143,9.76785714285714,228.691964285714,593.308035714286,2.78571428571429,0.133928571428571,30.7991071428571,6.23214285714286,4.44196428571429,1.09375,3.34821428571429,7.92410714285714,12.2857142857143,6.58928571428571,0.580357142857143,142.209821428571,0
"77",13015,2019,20190756190970.5,349,60,0,289,0,52.5,0,0,0,0,0,30,30,0,0,585,60,0,0,0,0,0,0,0,0,0,0,30,0
"78",13045,2019,20190781941418.5,24,0,0,24,60,33.75,17.5,0,0,0,0,265,382.5,0,257.5,661,0,0,7.5,7.5,0,0,0,0,0,0,0,177.5,0
"79",13057,2019,20190697290448.8,6,0,0,6,0,58.8,21.5,0,0,9,10,358.6,386.6,19,274.1,622.6,3.7,9,6.7,1,0,0,0,27,0,0,0,136.1,0
"80",13063,2019,20190608188291.2,17.5,0,0,17.5,0,55,0,0,0,0,0,106.25,382.5,0,106.25,597.5,30,0,22.5,0,0,0,0,0,1.25,0,0,148.75,0
"81",13077,2019,20190655691345.5,42.5,15,0,27.5,0,60,25,0,0,0,22.5,260.75,309,22.5,211.5,597.25,7.25,0,0,0,0,17.5,0,0,2.5,0,0.75,80,0
"82",13097,2019,20190685991399,6,0,0,6,52.4,98.6,3,0,0,17.8,36,155,187,53.8,80.4,656.8,0,0,15,0,0,0,0,0,0,0,0,144.2,0
"83",13113,2019,20190459185651,0,0,0,0,0,73.5,97.5,0,0,0,17.5,180,202.5,17.5,180,795,0,0,115,100,0,0,0,0,0,0,0,0,0
"84",13117,2019,20190661747150.6,13.1111111111111,0,0,13.1111111111111,48.3333333333333,60,18.3333333333333,0,0,0,18.8888888888889,255.888888888889,305.333333333333,20.5555555555556,216.444444444444,577.222222222222,0,0,31.1111111111111,3.33333333333333,5.55555555555556,0,0,5.55555555555556,0,0,0,173.555555555556,0
"85",13135,2019,20190667147772.5,14.6521739130435,0.869565217391304,0,13.7826086956522,0,75.3478260869565,5.52173913043478,8.47826086956522,6.95652173913043,0,16.0869565217391,139.173913043478,204.391304347826,16.0869565217391,122.652173913043,634.913043478261,0.652173913043478,0,41.6521739130435,6.30434782608696,0.652173913043478,0,9.78260869565217,10.4347826086957,21.0869565217391,7.17391304347826,0,194.826086956522,0
"86",13139,2019,20190958316305.6,8.375,0,0,8.375,0,66.875,1.625,22.5,0,0,11.25,187.5,271,11.25,100.625,636.625,0.625,0,31.875,16.875,0,0,0,0,0,0,0,122.5,0
"87",13151,2019,20190633272341.9,5.41666666666667,0,0,5.41666666666667,2.5,54.1666666666667,5.83333333333333,0,39.75,0,14.8333333333333,242.083333333333,285.583333333333,14.8333333333333,156.666666666667,600.416666666667,0.0833333333333333,0,14.5833333333333,2.91666666666667,6.25,0,0,11.25,20,0,0,124.416666666667,0
"88",13223,2019,20190303191900,0,0,0,0,0,230,0,0,120,0,0,420,540,0,240,600,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",15000,2019,20190781941334.5,81.25,0,0,81.25,0,50,0,0,0,0,18.75,277.5,370,18.75,106.25,551.25,0,0,0,0,0,0,0,0,0,43.75,0,60,0
"90",15003,2019,20190602231725.9,56.2083333333333,2.5,0,53.7083333333333,0,85.5,24.1666666666667,10,0,0,41.6666666666667,295.875,336.5,41.6666666666667,179.708333333333,546.625,5.16666666666667,0,35,5.20833333333333,2.70833333333333,0,5.41666666666667,8.125,2.5,10.4583333333333,0,48.7083333333333,0
"91",16000,2019,20190645036807.1,29.1846153846154,0.307692307692308,0.0769230769230769,28.8,1.61538461538462,60.6615384615385,16.4307692307692,4.83076923076923,6.92307692307692,0.0769230769230769,34.8923076923077,265.830769230769,307.184615384615,34.9692307692308,185.307692307692,574.984615384615,3.87692307692308,0.107692307692308,17.4769230769231,6.53846153846154,1.84615384615385,0,4.35384615384615,6.30769230769231,16.9538461538462,18.6923076923077,0,145.830769230769,0
"92",17000,2019,20190630171862.9,22.7097791798107,2.22397476340694,1.02523659305994,19.4605678233438,12.794952681388,76.8359621451104,14.3533123028391,8.09463722397476,3.53943217665615,1.75078864353312,15.1766561514196,242.280757097792,294.353312302839,17.0378548895899,180.072555205047,567.031545741325,6.05362776025237,0.318611987381703,22.4731861198738,5.66246056782334,2.46056782334385,0.479495268138801,1.98107255520505,5.24921135646688,15.7034700315457,12.8548895899054,0,176.148264984227,0
"93",17097,2019,20190782357866.3,26.8333333333333,0,0,26.8333333333333,18.125,65,4.58333333333333,8.75,10.2083333333333,0,31.6666666666667,196.166666666667,253.791666666667,31.6666666666667,153.541666666667,563.875,1.25,0,35.9166666666667,16.6666666666667,0,0,0,0,21.25,9,0,194.666666666667,0
"94",17111,2019,20190596917895.1,50,5.45454545454545,0,44.5454545454545,0,172.727272727273,4.09090909090909,0,0,0,39.0909090909091,286.363636363636,291.818181818182,39.0909090909091,256.363636363636,474.545454545455,0.0909090909090909,0,15.7272727272727,13.9090909090909,0,0.909090909090909,0,0,12.7272727272727,0,0,223.727272727273,0
"95",17119,2019,20190557563959.2,78.125,0,0,78.125,30,104.75,16.875,25.625,16.25,0,0,167.5,220.625,0,160.625,597.5,0,0,6.25,3.75,0,0,0,0,23.125,3.75,0,195.625,0
"96",17163,2019,20190535790707.7,57,0,0,57,0,71,0.1,0,28.5,0,8.5,255.4,315.7,8.5,206,631.3,1.2,0,9,0,6,0,0,6,1.5,0,0,110.5,0
"97",17179,2019,20190547189330.2,11,11,0,0,0,55.8,15,0,0,0,8,290.2,306.2,8,143,524.2,0,0,4.4,0,0,0,0,0,0,6,0,372.8,0
"98",18000,2019,20190675596199.2,31.8171428571429,2.26857142857143,2.28571428571429,27.2628571428571,9.69714285714286,71.6742857142857,15.9314285714286,4.57142857142857,3.6,1.19428571428571,7.33142857142857,259.308571428571,316.474285714286,8.61142857142857,203.531428571429,574.485714285714,1.97142857142857,0.0571428571428571,18.7085714285714,5.86857142857143,1.02857142857143,0.325714285714286,0.685714285714286,1.88571428571429,10.2857142857143,11.6742857142857,1.88571428571429,174.611428571429,0
"99",18019,2019,20190410385363.2,15,0,0,15,0,59,0,0,0,0,0,302,332.8,0,290,569,0,0,13.2,0,0,6,36,36,0,0,0,180,0
"100",18039,2019,20190574268115.2,8.84615384615385,0,0,8.84615384615385,66.6923076923077,82.9230769230769,0.769230769230769,0,0,6.92307692307692,8.07692307692308,296.615384615385,325.923076923077,15,187.076923076923,611.769230769231,0.0769230769230769,0,1.53846153846154,0,0,0,0,0,25.7692307692308,6.53846153846154,0,133.769230769231,0
"101",18063,2019,20190521617394.6,11.4285714285714,0,0,11.4285714285714,0,90,0,0,0,0,15,219.285714285714,225.714285714286,15,196.428571428571,548.714285714286,0,0,43.5714285714286,40.7142857142857,0,0,0,0,0,0,0,351.857142857143,0
"102",18081,2019,20190689524602.7,36.6666666666667,5,0,31.6666666666667,0,98.3333333333333,1.66666666666667,0,0,15,25,275.5,335.5,40,268,578.833333333333,0,0,10,10,0,0,0,0,0,0,0,171.666666666667,0
"103",18089,2019,20190704931934.9,19.9032258064516,0,0,19.9032258064516,45.7096774193548,64.8387096774194,10.7096774193548,4.74193548387097,9.67741935483871,0,15.4838709677419,313.161290322581,348.806451612903,15.4838709677419,258.870967741935,574.709677419355,0.0967741935483871,0,23.1290322580645,7.74193548387097,5.80645161290323,0,0,5.80645161290323,24.741935483871,0,0,122.322580645161,0
"104",18105,2019,20190434436631,33.75,0,0,33.75,0,120,7.5,0,0,0,11.25,208,301.75,11.25,170.5,573.75,0,0,60,11.25,0,0,0,0,15,0,0,115,0
"105",18141,2019,20190503857557,0,0,0,0,0,46.6666666666667,63.3333333333333,0,0,0,40,371.666666666667,373.333333333333,40,318.333333333333,576.666666666667,0,0,3.33333333333333,0,0,0,0,0,0,0,0,160,0
"106",19000,2019,20190617838334.5,34.376,5.24,0.24,28.896,7.04,76.12,9.208,3.96,4.28,6,22.04,258.16,306.408,28.04,171.16,577.424,1.12,0.28,20.824,4.664,3.36,0.2,1.24,4.88,9.12,7.12,1.72,174.152,0
"107",19103,2019,20190642917507.1,44.8181818181818,2.72727272727273,0,42.0909090909091,0,67.7272727272727,20,13.1818181818182,0,13.6363636363636,5.45454545454545,200.272727272727,228.909090909091,19.0909090909091,151.181818181818,564,0,0,15.9090909090909,4.09090909090909,0,0,0,0,5.45454545454545,3.63636363636364,0,230.545454545455,0
"108",19113,2019,20190588190394.1,63.4545454545455,0,0,63.4545454545455,0,51.8181818181818,31.5454545454545,0,27.7272727272727,0,1.81818181818182,305.818181818182,353.545454545455,1.81818181818182,239.454545454545,489.636363636364,0.909090909090909,1.36363636363636,18.6363636363636,3.63636363636364,0,0,0,1.36363636363636,37.9090909090909,38.5454545454545,0,76.3636363636364,0
"109",19163,2019,20190651301764.9,33,0,0,33,0,92.7777777777778,25.7777777777778,0,6.66666666666667,0,7.77777777777778,223.666666666667,283.333333333333,7.77777777777778,89.7777777777778,486.444444444444,0.222222222222222,0.777777777777778,30.2222222222222,5,21.1111111111111,0,0,21.8888888888889,19.4444444444444,14.4444444444444,0,132.777777777778,6.66666666666667
"110",20000,2019,20190681374308.9,26.3666666666667,1,0,25.3666666666667,0,60.6333333333333,20.0666666666667,3.41666666666667,3.75,12.5666666666667,14.0833333333333,247.683333333333,290.133333333333,27.4,181.9,553.083333333333,2.55,1.83333333333333,28.1,5.5,2.13333333333333,0,2,6.46666666666667,14.4,4.96666666666667,0.333333333333333,196.816666666667,0
"111",20091,2019,20190563022534.1,27.6666666666667,1.11111111111111,0,26.5555555555556,0,92.2777777777778,29.5555555555556,15,6.66666666666667,0,10,138.111111111111,211.611111111111,10,105.055555555556,594.777777777778,1.11111111111111,0,33.1111111111111,3.33333333333333,5,1.11111111111111,0,5,13.0555555555556,1.66666666666667,8.33333333333333,221.833333333333,0
"112",20173,2019,20190551299906.7,8.66666666666667,2.22222222222222,0,6.44444444444444,46.1111111111111,46.1111111111111,5.22222222222222,0,0,0,11.1111111111111,247.222222222222,336.555555555556,11.1111111111111,211.666666666667,594.333333333333,0,2.11111111111111,9.44444444444444,6.66666666666667,0,0,5,7.11111111111111,3.33333333333333,7.77777777777778,0,121.111111111111,0
"113",21000,2019,20190630806393.3,25.8928571428571,0.714285714285714,0,25.1785714285714,14.2857142857143,64.6964285714286,8.85714285714286,2.63392857142857,1.20535714285714,0,22.5714285714286,265.866071428571,336.089285714286,22.5714285714286,185.830357142857,584.017857142857,1.99107142857143,0.0892857142857143,15.0446428571429,4.86607142857143,3.83928571428571,0,0.133928571428571,4.0625,19.3660714285714,6.63392857142857,0,135.892857142857,0
"114",21015,2019,20190721807064.7,53.6923076923077,0,0,53.6923076923077,0,72.3076923076923,4,0,26.7692307692308,18.4615384615385,1.53846153846154,228.769230769231,299.384615384615,20,165.307692307692,542.769230769231,0,1.15384615384615,15.7692307692308,4.61538461538461,0,0,0,1.15384615384615,4.61538461538461,3.07692307692308,0,284.615384615385,0
"115",21067,2019,20190626856607.5,35.1333333333333,2,0,33.1333333333333,0,64.9333333333333,14.6666666666667,27.6666666666667,8,0,14.8666666666667,253.733333333333,304.4,14.8666666666667,189.866666666667,632.066666666667,91.1333333333333,0,19.1333333333333,16,4,0,0,4,2.33333333333333,47.4,0,51.9333333333333,0
"116",21111,2019,20190573577964.5,38.4838709677419,0,0,38.4838709677419,5.48387096774194,66.9354838709677,15.1612903225806,1.7741935483871,7.09677419354839,0,0,222.064516129032,282.096774193548,0,160.483870967742,607.225806451613,0.193548387096774,0,21.6451612903226,3.54838709677419,3.54838709677419,0,0,3.54838709677419,32.258064516129,14.6774193548387,0.32258064516129,124.516129032258,0
"117",21117,2019,20190773524543.3,21.6666666666667,0,0,21.6666666666667,0,57.6666666666667,0,0,0,0,0,270.333333333333,285.333333333333,0,270.333333333333,539.666666666667,0,0,22.6666666666667,11.6666666666667,0,0,0,0,0,0,70,167.333333333333,0
"118",22000,2019,20190681610278,22.7826086956522,4.68115942028986,1.01449275362319,17.0869565217391,19.0289855072464,58.3188405797101,7.36231884057971,4.05797101449275,2.02898550724638,4.05797101449275,11.5217391304348,348.927536231884,389.04347826087,15.5797101449275,254.652173913043,620.376811594203,0.898550724637681,0,14.5507246376812,5.50724637681159,1.44927536231884,0.869565217391304,0,1.44927536231884,19.768115942029,7.95652173913043,2.60869565217391,94.4202898550725,0
"119",22005,2019,20190658688374,6,0,0,6,0,110.75,0,30,0,0,0,156.25,200,0,142.5,614.5,0,0,32.5,11.25,0,0,0,0,0,0,0,266.75,0
"120",22033,2019,20190702104159.7,22.3913043478261,0.869565217391304,4.8695652173913,16.6521739130435,20.2173913043478,46.8260869565217,6.69565217391304,0,4.34782608695652,2.60869565217391,18.2608695652174,430.347826086957,452.608695652174,20.8695652173913,348.347826086957,528.391304347826,0.739130434782609,0.260869565217391,30.3913043478261,16.1304347826087,0,0,0,2.8695652173913,4.08695652173913,0,0,139.521739130435,0
"121",22051,2019,20190730421381.3,42.7692307692308,9.23076923076923,0,33.5384615384615,0,52.8461538461538,0.153846153846154,0,0,0,3.84615384615385,218.384615384615,219.923076923077,3.84615384615385,160.692307692308,628,0,0,24.6153846153846,6.92307692307692,15,0,0,20.3076923076923,15,0,0,303.538461538462,0
"122",22063,2019,20190807190890.5,7.5,0,0,7.5,92,107.25,33.75,0,0,0,0,99.25,204.25,0,72.5,462.75,1.25,0,53.75,22.5,0,0,0,0,0,27.75,0,162.5,0
"123",22071,2019,20190554691438.8,14.6875,7.5,0,7.1875,35.875,56.5,3.9375,18.75,5.625,0,13.125,405,447.1875,13.125,288.875,579.75,1.25,1.5625,20,7.5,0,0,5.625,7.1875,15.3125,0.625,0,106.5625,0
"124",22073,2019,20190564391533.8,0,0,0,0,0,34.4,0,0,0,0,5,200,233,5,200,694,1,0,0,0,9,0,0,9,0,0,0,336.6,0
"125",22103,2019,20190597289373.8,25.5,0,0,25.5,0,78.5,22.5,0,0,0,3,144.5,167.5,3,137,574.8,0,0,31.4,12,12,0,0,12,0,0,0,220.5,0
"126",23000,2019,20190572143186.5,22.8571428571429,0,0.142857142857143,22.7142857142857,47,74.5714285714286,7.57142857142857,10.4761904761905,0,0,21.4285714285714,294,325.52380952381,21.4285714285714,248.809523809524,617.761904761905,4.90476190476191,0,7.80952380952381,0.285714285714286,0,1.42857142857143,0,0,1.42857142857143,0,0,190.142857142857,0
"127",23001,2019,20190607389700.2,23.6,0,0,23.6,0,88,28,0,0,0,0,242,326,0,203,591.6,10,0,44.4,24,0,9,0,0,15,0,0,120.6,0
"128",23005,2019,20190652372722.9,29.1818181818182,0,0,29.1818181818182,0,90,8.18181818181818,0,0,0,0.454545454545455,309.090909090909,366.636363636364,0.454545454545455,151.363636363636,550.727272727273,0.0909090909090909,0,10.6363636363636,6.81818181818182,0,0,1.72727272727273,1.72727272727273,1.81818181818182,3.63636363636364,0,157.727272727273,0
"129",23011,2019,20190656190835.5,0,0,0,0,0,160,0,0,0,0,0,192.5,375,0,60,622.5,0,0,30,30,0,0,0,0,15,0,0,0,0
"130",23019,2019,20190630691397.2,0,0,0,0,0,45,0,0,0,0,15,500,521.25,15,388.75,651.25,12.5,0,0,0,0,0,0,0,18.75,0,0,0,0
"131",24000,2019,20190727110849.5,4.2,0,0,4.2,0,70.98,22.56,16.2,0,0,30.56,288.3,318.08,30.56,235.54,598.6,5.3,1.2,29.76,6.1,5.54,0,0,7.34,4.2,0.3,0,128.58,0
"132",24003,2019,20190788456920.3,62.5333333333333,0,4.33333333333333,58.2,0,68.8,1,0,0,0,18.6666666666667,174.733333333333,189.933333333333,18.6666666666667,125.733333333333,532.733333333333,0,0,20,6.33333333333333,0,0,1.33333333333333,1.33333333333333,5,8,0,331.733333333333,0
"133",24013,2019,20190494563810.6,48.125,7.5,0,40.625,3.75,64.375,8.75,0,0,0,7.5,372.875,423.5,7.5,327.875,557.375,0,0,6.25,5.625,0,7.5,0,0,7.75,0,0,168.75,0
"134",24015,2019,20190908192032.5,0,0,0,0,0,160,0,0,0,0,60,332.5,387.5,60,180,697.5,0,0,0,0,0,0,0,0,20,0,0,0,0
"135",24017,2019,20190352691349.5,0,0,0,0,0,82.5,7.5,0,0,0,0,382,382,0,337,743,15.5,0,15,0,60,0,0,60,0,0,0,0,0
"136",24025,2019,20190576477314.7,56.4285714285714,0,0,56.4285714285714,0,62.8571428571429,0.714285714285714,0,0,0,8.57142857142857,261.428571428571,350,8.57142857142857,187.142857142857,504.285714285714,0.142857142857143,0,2.85714285714286,0,0,0,0,0,0,0,0,303.571428571429,0
"137",24031,2019,20190643276704.5,33.8285714285714,7.34285714285714,0,26.4857142857143,12.2857142857143,100.685714285714,19.9142857142857,17.0857142857143,2.57142857142857,0,24,207.8,271.171428571429,24,119.6,577.857142857143,0.714285714285714,0.285714285714286,18.4285714285714,14.5714285714286,0,0,2.14285714285714,2.42857142857143,4.85714285714286,7.28571428571429,0,127.828571428571,0
"138",24033,2019,20190650339113,17.8888888888889,0,0,17.8888888888889,21.2962962962963,86.8518518518518,2.22222222222222,0,0,0,29.6296296296296,185.222222222222,220.111111111111,29.6296296296296,135.037037037037,601.333333333333,0,0.740740740740741,17.4814814814815,0,4.07407407407407,4.81481481481481,2.22222222222222,7.03703703703704,31.8518518518519,18.7037037037037,0.37037037037037,165.814814814815,0
"139",24510,2019,20190555691135.5,0,0,0,0,0,62.6428571428571,0.214285714285714,0,0,0,8.57142857142857,203.142857142857,225.571428571429,8.57142857142857,186.357142857143,569.214285714286,0,0,38.3571428571429,27,1.78571428571429,0,12.3571428571429,14.1428571428571,30.7142857142857,14,0,231.571428571429,0
"140",25000,2019,20190504291387.5,98,6,5.3,86.7,0,74.5,7.5,0,0,16,35.5,207.1,240.1,51.5,140.4,514.1,0,4.5,53.3,9,0,0,0,4.5,0,0,0,89.5,0
"141",25001,2019,20190756024762.2,7.5,0,0,7.5,0,42.1666666666667,23.5,0,0,0,0,352.833333333333,411.166666666667,0,237.5,667.5,0,0,26.6666666666667,15.8333333333333,0,0,0,0,12.5,7.5,0,0,0
"142",25005,2019,20190726091489.9,53.3,6,0,47.3,3,54.5,6,12,0,0,47.5,204.3,228.3,47.5,168.7,616.9,0,0,6,0,0,0,0,0,0,0,0,304.4,0
"143",25009,2019,20190710543220.7,36.7058823529412,6.73529411764706,0,29.9705882352941,1.76470588235294,76.1176470588235,16.5294117647059,6.91176470588235,13.3823529411765,0,11.4705882352941,239.529411764706,319.441176470588,11.4705882352941,136.5,592.588235294118,0.941176470588235,0.441176470588235,24.9411764705882,10.2941176470588,1.32352941176471,0.147058823529412,0,1.76470588235294,10.8823529411765,2.20588235294118,17.0882352941176,112.470588235294,0
"144",25013,2019,20190599189985.4,5,2.30769230769231,0,2.69230769230769,0,55.1538461538462,1.92307692307692,0,0,0,13.4615384615385,291.153846153846,331.846153846154,13.4615384615385,246.923076923077,559.615384615385,0,0.769230769230769,17.6923076923077,0,0,0,0,0.769230769230769,0,18.8461538461538,0,219.153846153846,0
"145",25015,2019,20190616302632.3,26.1111111111111,3.33333333333333,0,22.7777777777778,30,67.7777777777778,26.1111111111111,0,10,0,10,156.666666666667,190,10,88.3333333333333,574.777777777778,3.33333333333333,0,33.8888888888889,6.66666666666667,0,2.22222222222222,0,0,0.333333333333333,43.7777777777778,0,231.777777777778,0
"146",25017,2019,20190606891566.9,51,4.47761194029851,1.04477611940298,45.4776119402985,22.5223880597015,86.2089552238806,10.1194029850746,12.7611940298507,11.044776119403,0,20.5223880597015,234.567164179104,296.641791044776,20.5223880597015,179.268656716418,567.671641791045,0.522388059701492,0.223880597014925,19.3432835820896,5.8955223880597,10.0746268656716,0.0746268656716418,1.56716417910448,11.865671641791,3.50746268656716,8.46268656716418,1.7910447761194,135.179104477612,0
"147",25021,2019,20190657536156.8,33.6923076923077,0,0,33.6923076923077,23.2692307692308,71.9615384615385,17.5384615384615,13.0769230769231,11.5384615384615,16.1538461538462,20.7692307692308,243.807692307692,297.461538461538,37.6923076923077,126.346153846154,593,7.11538461538461,1.15384615384615,29.7307692307692,15.1153846153846,5.38461538461539,5.19230769230769,1.92307692307692,8.46153846153846,2.88461538461538,21.0769230769231,22.9615384615385,83.4615384615385,0
"148",25023,2019,20190665591746.4,79,0,0,79,0,77.5,14.5,7.5,0,0,4.5,261,312.7,4.5,227,593.4,0,1.5,12.7,6,0,0,0,1.5,0,0,28.5,56.5,0
"149",25025,2019,20190643815896.9,13.625,0,0,13.625,24.7916666666667,80.75,7.54166666666667,0,15.3333333333333,4.58333333333333,6.45833333333333,293.458333333333,341.791666666667,11.0416666666667,199.291666666667,589.041666666667,0,0,27.5416666666667,7.25,0,0.208333333333333,2.5,8.33333333333333,5.83333333333333,0,0,173.625,0
"150",25027,2019,20190554116171.4,33.6666666666667,0.555555555555556,0,33.1111111111111,11.8518518518519,65.1111111111111,7.66666666666667,0,2.22222222222222,0,17.7777777777778,262.407407407407,308.925925925926,17.7777777777778,209.62962962963,519.740740740741,2.88888888888889,0.481481481481481,17.8148148148148,8.33333333333333,0,0,2.22222222222222,2.7037037037037,16.8888888888889,0.740740740740741,0,207.407407407407,0
"151",26000,2019,20190637670484.4,30.15,1.7,0.15,28.3,4.1,71.4,18.9,3.8,4.85,5.88,18.12,251.53,305.77,24,183.64,581.57,1.09,0.13,25.16,8.8,1.55,0.25,0.75,2.63,10.87,5.87,13.26,124.61,0
"152",26005,2019,20190365189398.4,10,0,0,10,0,52,0,0,0,0,0,368,368,0,289,557,0,0,5,4,0,0,0,0,34,18,0,194,0
"153",26021,2019,20190662634531.3,19.3333333333333,3.88888888888889,0,15.4444444444444,0,55.7777777777778,5,0,10,0,35,355.777777777778,369.111111111111,35,323.666666666667,582.777777777778,0.222222222222222,0.555555555555556,11.6666666666667,1.11111111111111,0,0,0,17.2222222222222,10,0,0,138.333333333333,0
"154",26025,2019,20190705905714.6,52.5714285714286,0,0,52.5714285714286,0,80,9.42857142857143,0,0,0,0,344.857142857143,344.857142857143,0,279.142857142857,649.285714285714,0,0,15,8.57142857142857,5.71428571428571,1.42857142857143,0,5.71428571428571,0,0,0,115,0
"155",26049,2019,20190599590796.2,32.0666666666667,4,6,22.0666666666667,27.6666666666667,59.6666666666667,1.8,0,18.5333333333333,0,7.33333333333333,277.2,300.533333333333,7.33333333333333,182.533333333333,596.333333333333,0,0,15,1.33333333333333,14,0,0,14,12.5333333333333,17.6666666666667,0,209,0
"156",26075,2019,20190835188845.2,0,0,0,0,110.75,70,15,0,0,0,0,256.25,322.5,0,150,576.75,0,0,0,0,0,0,0,0,11.25,0,0,123.75,0
"157",26081,2019,20190603143660.8,12.7272727272727,1.36363636363636,0,11.3636363636364,0,76.1363636363636,22.5,19.7727272727273,12.9545454545455,0,13.0454545454545,287.772727272727,345.272727272727,13.0454545454545,199.409090909091,564.954545454545,0,1.22727272727273,11.9090909090909,0.681818181818182,1.36363636363636,0.227272727272727,0,2.59090909090909,13.7727272727273,15,0.454545454545455,119.818181818182,0
"158",26093,2019,20190554525023.3,0,0,0,0,0,40,0,151.666666666667,15,0,0,241.833333333333,438.5,0,222.666666666667,597.5,0,0,25,0,0,0,0,0,6.66666666666667,30,0,159.166666666667,0
"159",26099,2019,20190547018476.6,28.8620689655172,1.03448275862069,0.172413793103448,27.6551724137931,19.551724137931,70.3448275862069,20.5862068965517,0,0,0,31.551724137931,287.448275862069,321.068965517241,31.551724137931,243.862068965517,619.48275862069,11.8620689655172,0,21.551724137931,11.3793103448276,2.41379310344828,5.3448275862069,0,2.41379310344828,8.27586206896552,0,0,85.5172413793103,0
"160",26115,2019,20190592441287.6,86.125,0,0,86.125,0,61.875,3.5,0,0,0,11.25,200.625,251.875,12.375,179.375,619.25,0,0.5,0.625,0,0,0,0,0.5,13.125,0,0,227.875,0
